created_at,tweets,topic,frame,topic_justification,frame_justification,sentiment
2024-10-28 10:35:30+00:00,"PM Shri @narendramodi lays foundation stone, inaugurates development works in Amreli, Gujarat.",Infrastructure & Transport,Neutral,"Mentions development, which signals the 'Infrastructure & Transport' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-10-28 07:41:21+00:00,"Two years ago, in October, construction of this factory began. Today, in the same month, it is ready to produce aircrafts, reflecting the speed at which India is working. - PM @narendramodi Watch full video:",Law & Order / Corruption & Governance,Neutral,"Mentions ed , which signals the 'Law & Order / Corruption & Governance' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.3612
2024-10-28 06:29:37+00:00,"PM Shri @narendramodi, PM Sanchez of Spain hold delegation level talks at Lakshmi Vilas Palace in Vadodara.",Public Services & Urban Civic,Neutral,Keywords and phrasing align with 'Public Services & Urban Civic'. The tweet’s main focus is most consistent with this policy area.,"No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-10-28 05:17:54+00:00,"The factory of C295 aircraft reflects the new work culture of the New India. Two years ago, in October, the construction of this factory began. Today, in the same month, it is ready for the production of aircraft. - PM @narendramodi","Culture, Heritage & Sports",Neutral,"Mentions culture, which signals the 'Culture, Heritage & Sports' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.3612
2024-10-28 05:08:37+00:00,"PM Shri @narendramodi attends inauguration of TATA Aircraft Complex in Vadodara, Gujarat.",Welfare & Social Schemes,Neutral,"Mentions ration, which signals the 'Welfare & Social Schemes' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-10-27 16:55:57+00:00,"5. Solar Revolution PM Modi announced that Ayodhya, the birthplace of Lord Ram, will be developed as a model solar city. (6/n)",Law & Order / Corruption & Governance,Making promises,"Mentions ed , which signals the 'Law & Order / Corruption & Governance' domain. The tweet’s core content revolves around this policy area.","Future-tense commitment markers appear (e.g., 'will', 'guarantee', 'ensure'). The tweet frames the topic around pledged action.",0.0
2024-10-27 16:55:56+00:00,"4. Tradition meets Modernity Ayodhya is undergoing a massive transformation into a well-planned, modern city while preserving spiritual heritage. (5/n)","Culture, Heritage & Sports",Neutral,"Mentions heritage, which signals the 'Culture, Heritage & Sports' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-10-27 16:55:55+00:00,"3. Unity in Diversity Various states' artisans have come together to contribute to the temple, symbolizing a united India. (4/n)",Law & Order / Corruption & Governance,Neutral,"Mentions ed , which signals the 'Law & Order / Corruption & Governance' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.4215
2024-10-27 16:55:55+00:00,2. Tourism Surge Ayodhya records 11 crore tourist footfall in first 6 months of 2024. Boosting local economy and creating jobs in region. (3/n),"Economy, Jobs & Industry",Neutral,"Mentions economy, jobs, which signals the 'Economy, Jobs & Industry' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.5574
2024-10-26 16:55:17+00:00,This is how PM Modi's diplomatic efforts are achieving success on the global stage...,Public Services & Urban Civic,Neutral,Keywords and phrasing align with 'Public Services & Urban Civic'. The tweet’s main focus is most consistent with this policy area.,"No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.5719
2024-10-26 11:04:00+00:00,"Shri @gauravbhatiabjp highlights how the Gandhi family believes they are above the law, which is why Priyanka Gandhi Vadra did not disclose important information in her recently-filed affidavit. To watch the complete press conference, click here:",Infrastructure & Transport,Neutral,"Mentions port, which signals the 'Infrastructure & Transport' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",-0.1511
2024-10-26 08:43:16+00:00,"As Finance Minister, I need to stop the pilferage and ensure that every taxpayer's rupee is spent and accounted for properly. The digital experience of India is a superb lesson in cutting pilferage. - Finance Minister @nsitharaman",Law & Order / Corruption & Governance,Making promises,"Mentions ed , which signals the 'Law & Order / Corruption & Governance' domain. The tweet’s core content revolves around this policy area.","Future-tense commitment markers appear (e.g., 'will', 'guarantee', 'ensure'). The tweet frames the topic around pledged action.",0.6124
2024-10-26 08:08:05+00:00,"BJP National Spokesperson Shri @gauravbhatiabjp addresses press conference at BJP Headquarters, New Delhi.",Public Services & Urban Civic,Neutral,Keywords and phrasing align with 'Public Services & Urban Civic'. The tweet’s main focus is most consistent with this policy area.,"No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-10-25 13:00:01+00:00,India is becoming a global leader in financial technology under the Modi government.,Digital/Technology & Innovation,Neutral,"Mentions technology, which signals the 'Digital/Technology & Innovation' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-10-25 08:52:26+00:00,"The strategy focuses on deepening economic cooperation, enhancing cultural exchange, fostering innovation and technology partnerships, and addressing global challenges such as climate change and sustainability. - PM @narendramodi",Digital/Technology & Innovation,Neutral,"Mentions innovation, technology, which signals the 'Digital/Technology & Innovation' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.4404
2024-10-25 08:51:48+00:00,"Chancellor Scholz's ""Focus on India"" strategy is a significant move to strengthen ties between Germany and India. This blueprint aims to comprehensively modernise and elevate the partnership between the two largest democracies worldwide. - PM @narendramodi",Foreign Policy & National Security,Neutral,"Mentions us , which signals the 'Foreign Policy & National Security' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.4767
2024-10-25 08:42:28+00:00,PM Shri @narendramodi and German Chancellor Olaf Scholz attend the joint press meet.,Public Services & Urban Civic,Neutral,Keywords and phrasing align with 'Public Services & Urban Civic'. The tweet’s main focus is most consistent with this policy area.,"No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-10-25 08:02:44+00:00,"During the last IGC held in Berlin in 2022, we made significant decisions for bilateral cooperation. In the past two years, we have seen encouraging progress in various areas of our strategic partnership. - PM @narendramodi",Welfare & Social Schemes,Praising themselves,"Mentions ration, which signals the 'Welfare & Social Schemes' domain. The tweet’s core content revolves around this policy area.","Contains self-referential achievement cues (e.g., 'we have', 'inaugurated', 'delivered'). The tone highlights own party/government performance.",0.7906
2024-10-25 08:01:51+00:00,"We welcome everyone to the third IGC meeting! Today is your third visit to India, and fortunately, this is the first IGC meeting of my third term. In a way, this is a triple celebration of our friendship. - PM @narendramodi",Welfare & Social Schemes,Neutral,"Mentions ration, which signals the 'Welfare & Social Schemes' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.7345
2024-10-25 07:49:05+00:00,"PM @narendramodi, German Chancellor hold delegation level talks at Hyderabad House in New Delhi.",Public Services & Urban Civic,Neutral,Keywords and phrasing align with 'Public Services & Urban Civic'. The tweet’s main focus is most consistent with this policy area.,"No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-10-25 06:27:46+00:00,"Today, India and Germany are going to organise the 7th Intergovernmental Consultation. India and Germany are seeing the deepening of relations at every step, in every aspect. - PM @narendramodi",Public Services & Urban Civic,Neutral,Keywords and phrasing align with 'Public Services & Urban Civic'. The tweet’s main focus is most consistent with this policy area.,"No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-10-25 06:26:36+00:00,"After a 12-year gap, India is hosting the Asia-Pacific Conference of German Business. Simultaneously, the CEO Forum is convening, and our navy is conducting joint exercises. - PM @narendramodi",Public Services & Urban Civic,Neutral,Keywords and phrasing align with 'Public Services & Urban Civic'. The tweet’s main focus is most consistent with this policy area.,"No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-10-25 06:15:12+00:00,"PM @narendramodi, German Chancellor Scholz inaugurate Asia-Pacific Conference of German Business 2024.",Public Services & Urban Civic,Neutral,Keywords and phrasing align with 'Public Services & Urban Civic'. The tweet’s main focus is most consistent with this policy area.,"No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-10-25 04:21:22+00:00,IMF projects India's growth to be 7 percent in FY 24-25.,"Economy, Jobs & Industry",Neutral,"Mentions growth, which signals the 'Economy, Jobs & Industry' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.3818
2024-10-24 16:04:16+00:00,IMF backs India's robust growth as economy thrives under PM Modi's leadership.,"Economy, Jobs & Industry",Neutral,"Mentions economy, growth, which signals the 'Economy, Jobs & Industry' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.5859
2024-10-24 15:21:52+00:00,"""India is expected to remain the largest growing economy in the world... India's macroeconomic fundamentals are strong."" Krishna Srinivasan Director for the IMF Asia Pacific Department","Economy, Jobs & Industry",Neutral,"Mentions economy, which signals the 'Economy, Jobs & Industry' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.1779
2024-10-24 12:20:10+00:00,"The Union Cabinet has approved establishment of Rs.1,000 crore Venture Capital Fund for space sector under the aegis of IN-SPACe.",Law & Order / Corruption & Governance,Neutral,"Mentions ed , which signals the 'Law & Order / Corruption & Governance' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.4215
2024-10-24 05:37:00+00:00,BJP National Spokesperson Shri @gauravbhatiabjp addresses a press conference at BJP headquarters in New Delhi.,Public Services & Urban Civic,Neutral,Keywords and phrasing align with 'Public Services & Urban Civic'. The tweet’s main focus is most consistent with this policy area.,"No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-10-23 17:07:06+00:00,"Watch highlights from PM Modi's visit to the BRICS Summit in Kazan, Russia.",Foreign Policy & National Security,Neutral,"Mentions russia, which signals the 'Foreign Policy & National Security' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-10-23 15:57:48+00:00,"Visuals from PM Modi's meeting with Egyptian President Abdel Fattah El-Sisi in Kazan, Russia.",Foreign Policy & National Security,Neutral,"Mentions russia, which signals the 'Foreign Policy & National Security' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-10-23 15:42:58+00:00,"PM Modi met with Uzbekistan's President Shavkat Mirziyoyev in Kazan, Russia, and discussed enhancing bilateral cooperation between India and Uzbekistan.",Welfare & Social Schemes,Neutral,"Mentions ration, which signals the 'Welfare & Social Schemes' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-10-23 14:43:36+00:00,Ensuring peace and stability along the border should be our top priority: PM Modi Glimpses from PM Modi's meeting with President Xi Jinping of China on the sidelines of the Kazan BRICS Summit.,Foreign Policy & National Security,Neutral,"Mentions border, china, which signals the 'Foreign Policy & National Security' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.7506
2024-10-23 12:54:23+00:00,"PM Modi attended the open plenary session of the BRICS 2024 Summit in Kazan, Russia. During the summit, the Kazan Declaration was adopted.",Welfare & Social Schemes,Neutral,"Mentions ration, which signals the 'Welfare & Social Schemes' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-10-23 10:43:16+00:00,"LIVE: PM Shri @narendramodi's remarks during BRICS Leaders' Summit in Kazan, Russia.",Foreign Policy & National Security,Neutral,"Mentions russia, which signals the 'Foreign Policy & National Security' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-10-23 09:00:05+00:00,"Leaders from the expanded BRICS family came together for the first time, showcasing a united front for a more inclusive and multipolar world. A special glimpse from the XVI BRICS Summit!",Law & Order / Corruption & Governance,Neutral,"Mentions ed , which signals the 'Law & Order / Corruption & Governance' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.6996
2024-10-22 17:12:39+00:00,"PM Modi met with President Masoud Pezeshkian of Iran in Kazan, Russia. Glimpses...",Foreign Policy & National Security,Neutral,"Mentions russia, which signals the 'Foreign Policy & National Security' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-10-22 14:30:01+00:00,"Per key findings of the GUESSS India 2023 Report, young Indians are being spurred into entrepreneurship by various policy initiatives taken by the Modi Govt.",Infrastructure & Transport,Neutral,"Mentions port, which signals the 'Infrastructure & Transport' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-10-22 12:03:48+00:00,"Catch stunning visuals from the first day of PM Modi's visit to Kazan, Russia, for the BRICS Summit.",Foreign Policy & National Security,Neutral,"Mentions russia, which signals the 'Foreign Policy & National Security' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.3818
2024-10-22 09:01:14+00:00,Russians welcomed PM Modi in Kazan by performing wonderful renditions of Hindu bhajans.,Law & Order / Corruption & Governance,Neutral,"Mentions ed , which signals the 'Law & Order / Corruption & Governance' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.7269
2024-10-22 08:49:25+00:00,"PM Shri @narendramodi received a warm welcome by the Head of the Republic of Tatarstan Rustam Minnikhanov upon landing in Kazan, Russia.",Law & Order / Corruption & Governance,Neutral,"Mentions ed , which signals the 'Law & Order / Corruption & Governance' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.5994
2024-10-22 07:10:39+00:00,Shri @rsprasad addresses a press conference at BJP headquarters in New Delhi.,Public Services & Urban Civic,Neutral,Keywords and phrasing align with 'Public Services & Urban Civic'. The tweet’s main focus is most consistent with this policy area.,"No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-10-22 03:56:25+00:00,"PM Shri @narendramodi takes off for the BRICS Summit in Kazan, Russia.",Foreign Policy & National Security,Neutral,"Mentions russia, which signals the 'Foreign Policy & National Security' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-10-21 16:45:00+00:00,A decade of transformation. PM Modi's leadership fuels India's clean energy revolution and empowers millions.,Public Services & Urban Civic,Neutral,Keywords and phrasing align with 'Public Services & Urban Civic'. The tweet’s main focus is most consistent with this policy area.,"No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.5859
2024-10-21 11:44:55+00:00,"India is actively fostering progress, championing clean energy initiatives and transforming lives under the visionary leadership of PM Modi.",Public Services & Urban Civic,Neutral,Keywords and phrasing align with 'Public Services & Urban Civic'. The tweet’s main focus is most consistent with this policy area.,"No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.9337
2024-10-21 08:30:52+00:00,BJP National Spokesperson Dr. @sambitswaraj addresses a press conference at BJP headquarters in New Delhi.,Public Services & Urban Civic,Neutral,Keywords and phrasing align with 'Public Services & Urban Civic'. The tweet’s main focus is most consistent with this policy area.,"No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-10-21 06:22:17+00:00,Indian aviation sector is taking off with the UDAN scheme!,Welfare & Social Schemes,Neutral,"Mentions scheme, which signals the 'Welfare & Social Schemes' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-10-21 05:28:24+00:00,"India has shown that digital transformation and democratic values can coexist. India has shown that technology is the tool for inclusion, transparency and empowerment, and not of control and division. - PM @narendramodi",Digital/Technology & Innovation,Neutral,"Mentions digital, technology, which signals the 'Digital/Technology & Innovation' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.4019
2024-10-21 05:17:05+00:00,"Today, we are celebrating UDAN scheme not only made air travel affordable, but also enhanced the air network in tier 2 and tier 3 cities. Over 3 lakh flights, carrying around 1.5 crore Aam Nagrik, have taken off under this scheme. - PM @narendramodi",Welfare & Social Schemes,Neutral,"Mentions scheme, which signals the 'Welfare & Social Schemes' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.3291
2024-10-21 05:12:57+00:00,"We have started India AI Mission to enhance the usage of AI in every sector be it healthcare, education or MSME. We form our policies and take decisions keeping in mind the needs and aspirations of every section of the society. - PM @narendramodi",Digital/Technology & Innovation,Praising themselves,"Mentions ai , which signals the 'Digital/Technology & Innovation' domain. The tweet’s core content revolves around this policy area.","Contains self-referential achievement cues (e.g., 'we have', 'inaugurated', 'delivered'). The tone highlights own party/government performance.",0.0
2024-10-21 04:50:22+00:00,"Today, we are here to discuss about the Indian Century. When the world is struggling with uncertainties, India is shining as the ray of hope. Though India has her own share of worries, there is a sense of positivity that we all feel in and for India. - PM @narendramodi",Public Services & Urban Civic,Neutral,Keywords and phrasing align with 'Public Services & Urban Civic'. The tweet’s main focus is most consistent with this policy area.,"No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.1027
2024-10-21 04:40:43+00:00,"The UDAN scheme has been one of the world class solutions proposed by the government. - Jean Pierre Clercin, Head of Commercial APAC, ATR",Welfare & Social Schemes,Neutral,"Mentions scheme, which signals the 'Welfare & Social Schemes' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.1779
2024-10-21 04:37:13+00:00,"The way this government is working in the aviation sector has never been seen before. - Rahul Bhatia, Managing Director of InterGlobe",Public Services & Urban Civic,Neutral,Keywords and phrasing align with 'Public Services & Urban Civic'. The tweet’s main focus is most consistent with this policy area.,"No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-10-21 04:36:59+00:00,"There are a lot of tailwinds in the Indian aviation sector. We do see a lot of activities and it is just a start. - Joshua Ng, Director at Alton Aviation Consultancy",Public Services & Urban Civic,Neutral,Keywords and phrasing align with 'Public Services & Urban Civic'. The tweet’s main focus is most consistent with this policy area.,"No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-10-21 04:36:30+00:00,"As per a Deloitte report, investments in SAF (Sustainable Aviation Fuel) in India will create 1.1-1.4 million jobs.","Economy, Jobs & Industry",Making promises,"Mentions investment, jobs, which signals the 'Economy, Jobs & Industry' domain. The tweet’s core content revolves around this policy area.","Future-tense commitment markers appear (e.g., 'will', 'guarantee', 'ensure'). The tweet frames the topic around pledged action.",0.2732
2024-10-21 04:36:13+00:00,UDAN- Instrumental in connecting tier 2 and tier 3 cities to air travel. - PWC,Public Services & Urban Civic,Neutral,Keywords and phrasing align with 'Public Services & Urban Civic'. The tweet’s main focus is most consistent with this policy area.,"No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-12-09 15:17:55+00:00,"Bima Sakhi is another step towards empowering women. This will not just make women independent and financially literate, but also strengthen our future generations.",Welfare & Social Schemes,Making promises,"Mentions ration, which signals the 'Welfare & Social Schemes' domain. The tweet’s core content revolves around this policy area.","Future-tense commitment markers appear (e.g., 'will', 'guarantee', 'ensure'). The tweet frames the topic around pledged action.",0.4497
2024-12-09 09:38:31+00:00,"LIVE: PM Shri @narendramodi lays foundation stone, launches development projects in Panipat, Haryana.",Infrastructure & Transport,Neutral,"Mentions development, which signals the 'Infrastructure & Transport' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-12-09 07:31:33+00:00,PM Shri @narendramodi addresses a programme organised by Ramakrishna Math in Ahmedabad.,Law & Order / Corruption & Governance,Neutral,"Mentions ed , which signals the 'Law & Order / Corruption & Governance' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-12-09 07:17:29+00:00,"BJP National Spokesperson Dr. @SudhanshuTrived addresses press conference at BJP HQ, New Delhi.",Public Services & Urban Civic,Neutral,Keywords and phrasing align with 'Public Services & Urban Civic'. The tweet’s main focus is most consistent with this policy area.,"No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-12-09 06:40:40+00:00,"Rajasthan is not only receptive but also knows how to refine itself with time... Today, Rajasthan takes challenges with determination! Today, Rajasthan stands for creating new opportunities! - PM @narendramodi",Infrastructure & Transport,Neutral,"Mentions port, which signals the 'Infrastructure & Transport' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.8953
2024-12-09 06:34:52+00:00,"Today, India is showcasing the true power of her DEMOCRACY, DEMOGRAPHY, and DATA to the world. - PM @narendramodi",Public Services & Urban Civic,Neutral,Keywords and phrasing align with 'Public Services & Urban Civic'. The tweet’s main focus is most consistent with this policy area.,"No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.4215
2024-12-09 06:17:50+00:00,LIVE: PM Shri @narendramodi inaugurates Rising Rajasthan Global Investment Summit in Jaipur.,"Economy, Jobs & Industry",Neutral,"Mentions investment, which signals the 'Economy, Jobs & Industry' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-12-08 06:09:42+00:00,Congress MP Shashi Tharoor has publicly acknowledged George Soros as an 'old friend'. It's something truly NOTEWORTHY!,Law & Order / Corruption & Governance,Neutral,"Mentions ed , which signals the 'Law & Order / Corruption & Governance' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.4926
2024-12-08 06:09:41+00:00,"George Soros and Rahul Gandhi have same sentiments regarding the 'Adani issue'. Specifically, they've both suggested that Adani and Modi are closely linked, and that the Adani issue could topple the Modi government.",Law & Order / Corruption & Governance,Neutral,"Mentions ed , which signals the 'Law & Order / Corruption & Governance' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-12-08 03:32:38+00:00,"Rahul Gandhi's press conference on Adani was live telecast by George Soros-funded OCCRP, which Gandhi used as a source to criticise Adani. It shows nothing but their strong and dangerous relationship and highlights their attempts to derail the Indian economy.",Law & Order / Corruption & Governance,Neutral,"Mentions ed , which signals the 'Law & Order / Corruption & Governance' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",-0.9091
2024-12-08 03:32:37+00:00,"Salil Shetty, the Vice President of the Soros-funded Open Society Foundation, participated in the Bharat Jodo Yatra. Here, he can be seen with none other than Rahul Gandhi, former President of the Congress.",Law & Order / Corruption & Governance,Neutral,"Mentions ed , which signals the 'Law & Order / Corruption & Governance' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-12-08 03:30:54+00:00,"Sonia Gandhi's chairmanship of the Rajiv Gandhi Foundation led to a partnership with the George Soros Foundation, displaying the influence of foreign funding on Indian organisations.",Law & Order / Corruption & Governance,Neutral,"Mentions ed , which signals the 'Law & Order / Corruption & Governance' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-12-07 17:00:01+00:00,"""Congress is the PARJEEVI party! It uses others, and eventually drowns them..."" BJP National President Shri @JPNadda addressed a public meeting in Hyderabad, Telangana. Glimpses.",Education & Youth,Neutral,"Mentions jee, which signals the 'Education & Youth' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",-0.2003
2024-12-07 13:36:30+00:00,"We are here for your development, and they are here for fulfilling their selfish motives. Bringing Modi Ji to power for the third time consistently speaks volumes about the faith the BJP has developed for itself across the nation. - Shri @JPNadda",Infrastructure & Transport,Neutral,"Mentions development, which signals the 'Infrastructure & Transport' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",-0.0772
2024-12-07 13:28:09+00:00,"Our workers have exposed the betrayal of the Congress through their efforts in raising public awareness. They have run a successful campaign. For this, I thank and congratulate the Telangana unit. - Shri @JPNadda",Law & Order / Corruption & Governance,Neutral,"Mentions ed , which signals the 'Law & Order / Corruption & Governance' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.698
2024-12-07 13:14:28+00:00,"BJP National President Shri @JPNadda addresses public meeting, highlighting the failures of the Congress government's one-year rule in Telangana.",Public Services & Urban Civic,Neutral,Keywords and phrasing align with 'Public Services & Urban Civic'. The tweet’s main focus is most consistent with this policy area.,"No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",-0.4588
2024-12-07 12:54:45+00:00,"I am glad to see that thousands of BAPS volunteers are dedicatedly and wholeheartedly engaged in service activities, which is a great achievement for any organisation. I congratulate you and extend my best wishes for this... - PM @narendramodi",Law & Order / Corruption & Governance,Neutral,"Mentions ed , which signals the 'Law & Order / Corruption & Governance' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.9612
2024-12-07 12:35:21+00:00,PM Shri @narendramodi addresses Karyakar Suvarna Mahotsav in Ahmedabad via video conferencing.,Public Services & Urban Civic,Neutral,Keywords and phrasing align with 'Public Services & Urban Civic'. The tweet’s main focus is most consistent with this policy area.,"No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-12-07 03:57:41+00:00,Improving the implementation efficiency of the social security services for the unorganized workers.,Law & Order / Corruption & Governance,Neutral,"Mentions ed , security, which signals the 'Law & Order / Corruption & Governance' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.7717
2024-12-06 11:58:48+00:00,"In the last decade, under just one scheme more than Rs 5 lakh crore has been spent on the northeast. It reflects the current govt's priority towards the northeast. Besides this scheme, we started special schemes for the northeast. - PM @narendramodi",Welfare & Social Schemes,Neutral,"Mentions scheme, which signals the 'Welfare & Social Schemes' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.4019
2024-12-06 11:53:09+00:00,"Many of the educational centres are located in northeast India, which helped build modern India. IIT, Guwahati, NIT, Silchar, NIT, Meghalaya... The northeast got its first AIIMS, and the first National Sports of the country is being built in Manipur. - PM @narendramodi",Law & Order / Corruption & Governance,Neutral,"Mentions ed , which signals the 'Law & Order / Corruption & Governance' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
